text,slot,intent,intent_id,phrase,phrase_id,phrase_id_pad,srl,srl_id,srl_id_pad
book me seats for 6 at the best brasserie that serves marche neighboring my hostel,O O O O B-party_size_number O O B-sort B-restaurant_type O O B-cuisine B-spatial_relation B-poi I-poi,BookRestaurant,3,"['VP', 'NP', 'NP', 'PP', 'NP', 'PP', 'NP', 'NP', 'NP', 'SBAR', 'VP', 'NP', 'NP', 'NP', 'NP']","[2, 1, 1, 3, 1, 3, 1, 1, 1, 9, 2, 1, 1, 1, 1]","[2, 1, 1, 3, 1, 3, 1, 1, 1, 9, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG2', '_', 'ARG3', 'ARG3', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC']","[14, 3, 26, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[14, 3, 26, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i want to book the hat for my grandfather and i in arkansas,O O O O B-restaurant_name I-restaurant_name O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-state,BookRestaurant,3,"['NP', 'VP', 'VP', 'VP', 'NP', 'NP', 'PP', 'NP', 'NP', 'VP', 'NP', 'PP', 'NP']","[1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 3, 1]","[1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ARG0', 'PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book a tea place at seven,O O B-timeRange O O B-party_size_number,BookRestaurant,3,"['NP', 'NP', 'NP', 'NP', 'PP', 'NP']","[1, 1, 1, 1, 3, 1]","[1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[14, 2, 2, 2, 2, 2]","[14, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i need a reservation for 6 pm with a party of 10 at sand lake,O O O O O B-timeRange I-timeRange O O O O B-party_size_number O B-city I-city,BookRestaurant,3,"['NP', 'VP', 'NP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'PP', 'NP', 'NP']","[1, 2, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 3, 1, 1]","[1, 2, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ARG0', 'PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_']","[1, 14, 2, 2, 2, 2, 2, 26, 26, 26, 26, 26, 26, 26, 26]","[1, 14, 2, 2, 2, 2, 2, 26, 26, 26, 26, 26, 26, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i want to eat at a pickled cucumber brasserie in 12 months,O O O O O O B-served_dish I-served_dish B-restaurant_type B-timeRange I-timeRange I-timeRange,BookRestaurant,3,"['NP', 'VP', 'VP', 'VP', 'PP', 'NP', 'NP', 'NP', 'NP', 'PP', 'NP', 'NP']","[1, 2, 2, 2, 3, 1, 1, 1, 1, 3, 1, 1]","[1, 2, 2, 2, 3, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ARG0', 'PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i need a table at the ledbury at 18 o clock,O O O O O B-restaurant_name I-restaurant_name O B-timeRange I-timeRange I-timeRange,BookRestaurant,3,"['NP', 'VP', 'NP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'PP', 'NP']","[1, 2, 1, 1, 3, 1, 1, 3, 1, 3, 1]","[1, 2, 1, 1, 3, 1, 1, 3, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ARG0', 'PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book me a table for seven people at a bar with a pool,O O O O O B-party_size_number O O O B-restaurant_type O O B-facility,BookRestaurant,3,"['NP', 'NP', 'NP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'NP']","[1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1]","[1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG2', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i need seating at floating restaurant in tennessee for a group of 9,O O O O B-restaurant_name I-restaurant_name O B-state O O O O B-party_size_number,BookRestaurant,3,"['NP', 'VP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP']","[1, 2, 1, 3, 1, 1, 3, 1, 3, 1, 1, 3, 1]","[1, 2, 1, 3, 1, 1, 3, 1, 3, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ARG0', 'PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i need a reservation for four this year at a restaurant,O O O O O B-party_size_number B-timeRange I-timeRange O O B-restaurant_type,BookRestaurant,3,"['NP', 'VP', 'NP', 'NP', 'PP', 'NP', 'NP', 'NP', 'PP', 'NP', 'NP']","[1, 2, 1, 1, 3, 1, 1, 1, 3, 1, 1]","[1, 2, 1, 1, 3, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ARG0', 'PRED', '_', '_', '_', '_', 'ARGM-TMP', 'ARGM-TMP', '_', '_', '_']","[1, 14, 26, 26, 26, 26, 7, 7, 26, 26, 26]","[1, 14, 26, 26, 26, 26, 7, 7, 26, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book a spot for 1 at a south american restaurant,O O O O B-party_size_number O O B-cuisine I-cuisine B-restaurant_type,BookRestaurant,3,"['NP', 'NP', 'NP', 'PP', 'NP', 'PP', 'NP', 'ADJP', 'ADJP', 'NP']","[1, 1, 1, 3, 1, 3, 1, 6, 6, 1]","[1, 1, 1, 3, 1, 3, 1, 6, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[14, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book a spot at a taverna for my cousin and i in burundi,O O O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-country,BookRestaurant,3,"['NP', 'NP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'NP', 'NP', 'NP', 'PP', 'NP']","[1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 3, 1]","[1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARGM-GOL', 'ARGM-GOL', 'ARGM-GOL', 'ARGM-GOL', 'ARGM-GOL', 'ARGM-GOL', 'ARGM-GOL']","[14, 2, 2, 2, 2, 2, 12, 12, 12, 12, 12, 12, 12]","[14, 2, 2, 2, 2, 2, 12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book a spot for 4 at a restaurant in shambaugh md,O O O O B-party_size_number O O B-restaurant_type O B-city B-state,BookRestaurant,3,"['NP', 'NP', 'NP', 'PP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'NP']","[1, 1, 1, 3, 1, 3, 1, 1, 3, 1, 1]","[1, 1, 1, 3, 1, 3, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_']","[14, 2, 2, 2, 2, 26, 26, 26, 26, 26, 26]","[14, 2, 2, 2, 2, 26, 26, 26, 26, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
can i get a table at the fort,O O O O O O B-restaurant_name I-restaurant_name,BookRestaurant,3,"['SQ', 'NP', 'VP', 'NP', 'NP', 'PP', 'NP', 'NP']","[4, 1, 2, 1, 1, 3, 1, 1]","[4, 1, 2, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ARGM-MOD', 'ARG0', 'PRED', 'ARG1', 'ARG1', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC']","[8, 1, 14, 2, 2, 6, 6, 6]","[8, 1, 14, 2, 2, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book a restaurant not far in milladore for 6 people,O O B-restaurant_type B-spatial_relation I-spatial_relation O B-city O B-party_size_number O,BookRestaurant,3,"['NP', 'NP', 'NP', 'PP', 'PP', 'PP', 'NP', 'PP', 'NP', 'NP']","[1, 1, 1, 3, 3, 3, 1, 3, 1, 1]","[1, 1, 1, 3, 3, 3, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book a restaurant for 2 at a cafe that i can get a croissant at,O O B-restaurant_type O B-party_size_number O O B-restaurant_type O O O O O B-served_dish O,BookRestaurant,3,"['NP', 'NP', 'NP', 'PP', 'NP', 'PP', 'NP', 'NP', 'SBAR', 'NP', 'VP', 'VP', 'NP', 'NP', 'NP']","[1, 1, 1, 3, 1, 3, 1, 1, 9, 1, 2, 2, 1, 1, 1]","[1, 1, 1, 3, 1, 3, 1, 1, 9, 1, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG1', 'ARG1', 'ARG3', 'ARG3', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC']","[14, 2, 2, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[14, 2, 2, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book the mustard seed in turks and caicos islands for 9 people,O B-restaurant_name I-restaurant_name I-restaurant_name O B-country I-country I-country I-country O B-party_size_number O,BookRestaurant,3,"['NP', 'NP', 'NP', 'NP', 'PP', 'NP', 'NP', 'NP', 'NP', 'PP', 'NP', 'NP']","[1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1]","[1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARG1', 'ARG1', 'ARG1', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-GOL', 'ARGM-GOL', 'ARGM-GOL']","[14, 2, 2, 2, 6, 6, 6, 6, 6, 12, 12, 12]","[14, 2, 2, 2, 6, 6, 6, 6, 6, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
book in town for 3 at a restaurant outdoor that is not far,O B-poi I-poi O B-party_size_number O O B-restaurant_type B-facility O O B-spatial_relation I-spatial_relation,BookRestaurant,3,"['NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP', 'NP', 'NP', 'SBAR', 'VP', 'VP', 'ADVP']","[1, 3, 1, 3, 1, 3, 1, 1, 1, 9, 2, 2, 8]","[1, 3, 1, 3, 1, 3, 1, 1, 1, 9, 2, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRED', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-TMP', 'ARGM-TMP', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC', 'ARGM-LOC']","[14, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6]","[14, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i want to book a far brasserie that serves minestrone in pa for a party of 9 in 15 minutes,O O O O O B-spatial_relation B-restaurant_type O O B-served_dish O B-state O O O O B-party_size_number O B-timeRange I-timeRange,BookRestaurant,3,"['NP', 'VP', 'VP', 'VP', 'NP', 'ADVP', 'NP', 'SBAR', 'VP', 'NP', 'PP', 'NP', 'PP', 'NP', 'NP', 'PP', 'NP', 'PP', 'NP', 'NP']","[1, 2, 2, 2, 1, 8, 1, 9, 2, 1, 3, 1, 3, 1, 1, 3, 1, 3, 1, 1]","[1, 2, 2, 2, 1, 8, 1, 9, 2, 1, 3, 1, 3, 1, 1, 3, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ARG0', 'PRED', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'ARG1']","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
